id_perevozki,data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,kategorija_perevozki,rasstoyanie_km,gos_nomer_avto,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,id_voditelya,fio_voditelya,kompaniya_perevozchik,punkt_zagruzki,gorod_zagruzki,region_zagruzki,punkt_razgruzki,gorod_razgruzki,region_razgruzki,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,otklonenie_ot_plana_chas,tarif_summa,sebestoimost_perevozki,pribyl,tonnazh_gruza_tonn,obem_gruza_m3,protsent_zagruzki_tonn,protsent_zagruzki_obem,kolichestvo_pozitsiy,kommentariy_perevozki,nalichie_dokumentov
P-001618,2025-07-11 20:14:21,Доставлена,ООО «Медведев»,АО «Никифорова»,Сырье,Междугородняя,2241.88,У495РО77,ГАЗель Next,Рефрижератор,25.0,VOD-4708,Корнил Елизарович Комиссаров,Собственный парк,"д. Кимры, пр. Проезжий, д. 572, 377480",Волгоград,Волгоградская область,"с. Тихорецк, наб. Западная, д. 260 к. 30, 776883",Екатеринбург,Свердловская область,2025-08-08 15:24:10,2025-08-19 16:21:49,2025-08-10 07:21:58,-225.0,330352.5,225448.92,104903.58,21.47,74.4,0.86,0.85,64,,Полный пакет
P-001619,2025-07-20 04:24:28,Доставлена,НПО «Самойлова»,Сэтл групп,ТНП,Междугородняя,3464.21,У170ХН77,Volvo FH,Тент,10.0,VOD-2065,Богданова Лукия Владиславовна,Субподрядчик,"г. Грозный, ул. Комарова, д. 494 к. 5, 086374",Воронеж,Воронежская область,"д. Ершов, пер. З.Космодемьянской, д. 6, 370630",Калининград,Калининградская область,2025-08-09 20:11:49,2025-08-17 16:05:39,2025-08-01 14:54:50,-385.18,483067.03,415006.73,68060.3,8.43,29.26,0.84,0.73,41,,Полный пакет
P-001620,2025-07-23 02:31:21,В пути,Русакова Инкорпорэйтед,РусВинил,ТНП,Междугородняя,3929.44,В537МН77,MAN TGS,Бортовой,25.0,VOD-1054,Наумов Демьян Фёдорович,Собственный парк,"клх Комсомольск-на-Амуре, ш. Ясное, д. 12 к. 3, 024638",Челябинск,Челябинская область,"с. Амдерма, пр. Профсоюзный, д. 95, 968572",Ростов-на-Дону,Ростовская область,2025-08-12 05:52:12,2025-08-15 10:25:40,2025-08-08 13:51:30,-164.57,543562.28,481856.07,61706.21,22.33,77.52,0.89,0.87,20,,Ожидание
P-001621,2025-07-15 13:17:39,Доставлена,ООО «Смирнов»,Джонсон & Джонсон (Johnson & Johnson),Стройматериалы,Междугородняя,3284.41,Е271НЕ77,КАМАЗ 5490,Цистерна,10.0,VOD-9732,Михеева Зинаида Ждановна,Собственный парк,"п. Домбай, наб. Пирогова, д. 9 стр. 992, 841225",Екатеринбург,Свердловская область,"клх Павловская, алл. Гайдара, д. 27 к. 754, 886540",Красноярск,Красноярский край,2025-07-21 21:20:27,2025-08-29 01:01:02,2025-07-18 12:38:44,-996.37,364402.23,223745.58,140656.65,9.29,23.87,0.93,0.63,38,,Полный пакет
P-001622,2025-08-10 09:44:29,Запланирована,"ОАО «Фомичев, Евсеев и Титова»",Сорокин Инк,Оборудование,Междугородняя,2062.22,О474РК77,ГАЗель Next,Бортовой,20.0,VOD-2369,Виноградова Алла Андреевна,Собственный парк,"к. Сухиничи, ш. Р.Люксембург, д. 5/6, 082073",Ростов-на-Дону,Ростовская область,"с. Ейск, пер. Детский, д. 173 стр. 6/1, 179899",Владивосток,Приморский край,2025-07-05 15:39:34,2025-08-11 02:02:18,2025-08-19 09:14:15,199.2,235755.87,185950.03,49805.84,12.58,40.04,0.63,0.94,9,,Полный пакет
P-001623,2025-08-28 18:45:34,Запланирована,РАО «Никитина»,Тарасова Инк,Опасный груз,Междугородняя,922.37,Е522ХК77,Volvo FH,Фургон,5.0,VOD-9302,Воронцова Олимпиада Архиповна,Собственный парк,"г. Соль-Илецк, пр. Снежный, д. 2, 141830",Москва,Московская область,"с. Батайск, алл. Высотная, д. 8 стр. 9, 319195",Пермь,Пермский край,2025-08-12 10:39:49,2025-08-21 15:12:42,2025-07-18 00:16:53,-830.93,126851.01,109444.59,17406.42,2.83,9.67,0.57,0.99,14,,Полный пакет
P-001624,2025-08-13 12:45:41,Доставлена,ОАО «Крюков-Александрова»,"АО «Богданова, Исакова и Шарапова»",Опасный груз,Междугородняя,3971.21,М494УТ77,Volvo FH,Фургон,5.0,VOD-3217,Куликова Евфросиния Вячеславовна,Собственный парк,"ст. Балтийск, ш. Набережное, д. 5 стр. 2/7, 571344",Екатеринбург,Свердловская область,"с. Мостовской, наб. Физкультурная, д. 340, 148975",Новосибирск,Новосибирская область,2025-07-14 02:05:09,2025-08-19 13:43:40,2025-07-10 18:32:15,-955.19,552412.63,441861.31,110551.32,2.91,9.49,0.58,0.67,31,,Ожидание
P-001625,2025-07-15 17:19:51,Доставлена,"АО «Третьяков, Лапина и Авдеев»",Новотранс,Сырье,Междугородняя,2502.35,Т223МК77,Volvo FH,Цистерна,10.0,VOD-7214,Игнатова Элеонора Ильинична,Субподрядчик,"к. Рязань, бул. Пригородный, д. 7/3, 527069",Хабаровск,Хабаровский край,"клх Октябрьское (Хант.), пер. Льва Толстого, д. 87 к. 4/8, 057343",Москва,Московская область,2025-08-06 08:41:54,2025-08-27 05:05:56,2025-08-04 13:32:36,-543.56,352870.03,281510.17,71359.86,7.0,20.67,0.7,0.77,77,,Ожидание
P-001626,2025-07-30 04:13:48,Доставлена,ИП «Крылов-Филатова»,"РАО «Максимова, Ефремова и Исакова»",Опасный груз,Междугородняя,1674.07,С998ОХ77,Scania R-series,Фургон,5.0,VOD-8478,Александра Станиславовна Кудрявцева,Собственный парк,"с. Домодедово, бул. Шишкина, д. 21, 575508",Казань,Республика Татарстан,"с. Хасан, ул. Союзная, д. 4/9, 940815",Сочи,Краснодарский край,2025-07-28 10:13:03,2025-08-29 16:54:54,2025-08-04 08:20:55,-608.57,171445.34,146676.14,24769.2,3.7,12.45,0.74,0.76,25,,Проблема
P-001627,2025-08-15 08:51:12,Доставлена,ВО ЖДТ России,Кудряшов Инк,Оборудование,Междугородняя,1799.31,К649РУ77,Volvo FH,Тент,10.0,VOD-2996,Фадеев Филарет Зиновьевич,Собственный парк,"д. Валаам, бул. Парижской Коммуны, д. 3, 715300",Владивосток,Приморский край,"г. Артем, наб. Марта 8, д. 50 стр. 7, 561111",Красноярск,Красноярский край,2025-07-23 05:55:02,2025-08-08 00:37:50,2025-07-18 14:12:13,-490.43,242666.76,160898.73,81768.03,6.31,17.3,0.63,0.67,83,,Полный пакет
P-001628,2025-07-29 20:34:01,В пути,ОАО «Киселев»,АО «Виноградов-Маркова»,Оборудование,Междугородняя,2017.76,М468ЕХ77,Scania R-series,Рефрижератор,20.0,VOD-8099,Эдуард Юльевич Меркушев,Собственный парк,"ст. Новомосковск, алл. Энгельса, д. 421 стр. 585, 613487",Петрозаводск,Республика Карелия,"к. Агинское (Забайк.), ул. Крупской, д. 57, 431619",Екатеринбург,Свердловская область,2025-07-12 23:58:55,2025-07-24 04:28:48,2025-08-21 12:01:27,679.54,255468.32,184478.87,70989.45,11.24,30.74,0.56,0.69,53,,Полный пакет
P-001629,2025-08-27 03:36:26,Запланирована,НПО «Шарапов-Нестерова»,ОАО «Ширяева-Князев»,ТНП,Международная,4732.67,К100НО77,Volvo FH,Рефрижератор,5.0,VOD-9363,Ларионов Ермолай Игнатьевич,Субподрядчик,"к. Макаров, бул. Гастелло, д. 66, 661455",Екатеринбург,Свердловская область,"с. Междуреченский, пер. О.Кошевого, д. 2, 437304",Хабаровск,Хабаровский край,2025-07-15 00:21:08,2025-08-11 14:24:04,2025-07-14 10:36:51,-675.79,664863.81,473181.71,191682.1,2.81,9.78,0.56,0.8,21,,Полный пакет
P-001630,2025-08-15 02:28:40,В пути,Ершов и партнеры,АО «Константинов»,Оборудование,Междугородняя,3341.79,С513ВА77,Volvo FH,Бортовой,10.0,VOD-8906,Казаков Давыд Филатович,Собственный парк,"с. Москва, МГУ, пер. Кочубея, д. 679, 380810",Красноярск,Красноярский край,"к. Кущевская, пер. Просвещения, д. 2 к. 660, 512377",Москва,Московская область,2025-08-06 12:18:11,2025-08-18 19:44:27,2025-07-04 03:34:31,-1096.17,418483.42,299999.12,118484.3,7.33,24.37,0.73,0.78,75,,Ожидание
P-001631,2025-07-14 08:06:57,Доставлена,АО «Громова»,РАО «Молчанов-Федотов»,Продукты питания,Междугородняя,1642.91,Н474ТХ77,Scania R-series,Рефрижератор,5.0,VOD-2572,Андреева Зинаида Федоровна,Собственный парк,"п. Клин, ул. Воронежская, д. 735 стр. 412, 942854",Самара,Самарская область,"клх Хасавюрт, алл. Космонавтов, д. 298, 020852",Омск,Омская область,2025-07-10 02:34:28,2025-08-19 02:56:40,2025-08-19 04:32:55,1.6,165310.93,140044.97,25265.96,4.78,12.51,0.96,0.82,93,,Полный пакет
P-001632,2025-07-06 18:02:36,Проблемная,Шашкова Инкорпорэйтед,Стройсервис,Опасный груз,Междугородняя,3796.42,М114ЕН77,ГАЗель Next,Тент,10.0,VOD-6704,Никодим Абрамович Стрелков,Собственный парк,"г. Белорецк, алл. Кольцова, д. 3/5 к. 9/2, 335792",Санкт-Петербург,Ленинградская область,"г. Дмитров, алл. Баумана, д. 70 к. 75, 952630",Сочи,Краснодарский край,2025-07-05 23:38:47,2025-07-26 14:06:07,2025-07-13 19:17:23,-306.81,478699.92,304609.5,174090.42,7.25,22.22,0.72,0.84,40,,Ожидание
P-001633,2025-08-28 09:20:07,Доставлена,ЗАО «Красильников Селезнева»,ООО «Панфилова»,Оборудование,Междугородняя,588.62,Р985МК77,Scania R-series,Бортовой,20.0,VOD-5392,Селиверст Иосифович Александров,Субподрядчик,"д. Абинск, наб. Энергетиков, д. 9/3, 089063",Санкт-Петербург,Ленинградская область,"п. Череповец, пер. Главный, д. 6 к. 977, 923613",Новосибирск,Новосибирская область,2025-08-05 22:38:58,2025-08-06 05:43:57,2025-07-26 06:11:18,-263.54,80216.48,59219.25,20997.23,12.93,33.4,0.65,0.8,69,,Полный пакет
P-001634,2025-07-30 21:32:17,Доставлена,Белякова Инкорпорэйтед,Сысоева Лтд,Оборудование,Междугородняя,3400.46,О237ТТ77,Scania R-series,Рефрижератор,20.0,VOD-1283,Нина Львовна Егорова,Собственный парк,"клх Мирный, ул. Культуры, д. 6/9 стр. 8/4, 979687",Уфа,Республика Башкортостан,"клх Иваново, пер. Макарова, д. 78, 983861",Омск,Омская область,2025-08-01 00:36:45,2025-08-24 15:00:36,2025-08-29 14:17:48,119.29,421157.58,273386.23,147771.35,15.84,42.37,0.79,0.8,84,,Проблема
P-001635,2025-08-11 01:48:56,Доставлена,РАО «Рогов-Воронов»,НПО «Елисеева»,Опасный груз,Международная,1661.75,Н332СМ77,ГАЗель Next,Рефрижератор,5.0,VOD-7227,Никифоров Викторин Гертрудович,Субподрядчик,"с. Тайшет, бул. Байкальский, д. 51 к. 8, 552320",Петрозаводск,Республика Карелия,"с. Нижний Тагил, пер. Кирпичный, д. 7/5, 544646",Хабаровск,Хабаровский край,2025-07-07 04:54:27,2025-08-03 20:42:32,2025-07-04 22:11:58,-718.51,205699.8,129653.0,76046.8,3.16,9.26,0.63,0.97,49,,Полный пакет
P-001636,2025-08-14 07:28:23,Доставлена,Почта России,ОАО «Мишин-Никифоров»,ТНП,Международная,3035.9,Н464УК77,Volvo FH,Рефрижератор,10.0,VOD-9631,Артемьева Зоя Геннадьевна,Субподрядчик,"ст. Орехово-Зуево, пр. Краснодарский, д. 7/3, 323657",Сочи,Краснодарский край,"к. Минеральные Воды, наб. Шаумяна, д. 439 стр. 949, 700549",Омск,Омская область,2025-08-11 11:56:56,2025-08-25 09:45:50,2025-08-10 09:51:59,-359.9,345560.53,236880.58,108679.95,5.23,15.14,0.52,0.96,67,,Проблема
P-001637,2025-07-18 08:49:03,Доставлена,Семенов Лтд,ООО «Давыдов»,Оборудование,Междугородняя,1962.13,Е248АМ77,КАМАЗ 5490,Рефрижератор,20.0,VOD-4633,Дроздов Симон Антонович,Собственный парк,"г. Валдай, бул. Новоселов, д. 874 к. 77, 989302",Красноярск,Красноярский край,"г. Кировск (Ленин.), пр. Матросова, д. 4 стр. 8, 649274",Пермь,Пермский край,2025-07-15 02:37:08,2025-07-30 23:24:22,2025-07-10 21:32:29,-481.86,274442.75,220698.23,53744.52,16.09,49.37,0.8,0.93,90,,Ожидание
P-001638,2025-07-23 09:58:51,Доставлена,"ЗАО «Селезнева, Рожков и Куликова»",ОАО «Дроздов»,ТНП,Междугородняя,2343.5,В591РХ77,КАМАЗ 5490,Тент,25.0,VOD-4136,Лариса Геннадьевна Власова,Собственный парк,"клх Саров (Морд.), пр. Северный, д. 5/4 стр. 3, 803079",Владивосток,Приморский край,"г. Уэлен, пер. 60 лет Октября, д. 6 стр. 36, 560696",Москва,Московская область,2025-08-03 07:35:50,2025-08-20 16:55:53,2025-08-07 07:20:05,-321.6,258121.78,177932.08,80189.7,21.9,76.22,0.88,0.86,70,,Проблема
P-001639,2025-08-08 09:39:54,Доставлена,Григорьева Лимитед,РАО «Симонов-Филатова»,ТНП,Международная,1438.48,Х414ТЕ77,Volvo FH,Тент,5.0,VOD-7157,Пономарев Афанасий Ефстафьевич,Субподрядчик,"д. Юровск, алл. Большевистская, д. 1/1 к. 642, 603225",Петрозаводск,Республика Карелия,"п. Миасс, пр. Больничный, д. 563 к. 7/9, 076795",Красноярск,Красноярский край,2025-07-23 20:04:54,2025-08-19 21:56:28,2025-07-20 15:05:00,-726.86,167125.67,125173.97,41951.7,3.62,10.41,0.72,0.66,92,,Проблема
P-001640,2025-08-04 00:30:10,Доставлена,Абрамов и партнеры,РАО «Мухин-Владимирова»,Стройматериалы,Междугородняя,1808.12,В225МН77,Volvo FH,Тент,25.0,VOD-4789,Эмилия Егоровна Фадеева,Субподрядчик,"г. Кулунда, ш. Радищева, д. 341 стр. 499, 284182",Волгоград,Волгоградская область,"к. Шатура, пр. Щербакова, д. 61 к. 4, 958918",Челябинск,Челябинская область,2025-07-14 15:44:45,2025-07-18 02:35:55,2025-08-10 08:27:15,557.86,220177.78,168679.49,51498.29,15.95,55.33,0.64,0.93,78,,Полный пакет
P-001641,2025-07-08 18:03:50,Доставлена,"ООО «Антонов, Самойлов и Гусев»",ООО «Беляков Тимофеева»,Опасный груз,Междугородняя,4086.61,О837МР77,Scania R-series,Тент,5.0,VOD-1679,Чернова Дарья Олеговна,Собственный парк,"ст. Энгельс, пер. Механический, д. 172 к. 8, 128376",Самара,Самарская область,"д. Россошь, ул. Строительная, д. 2/9 стр. 70, 995611",Санкт-Петербург,Ленинградская область,2025-07-29 23:38:18,2025-08-22 05:36:09,2025-07-13 21:31:54,-944.07,572126.46,377141.15,194985.31,2.79,7.94,0.56,0.79,19,,Ожидание
P-001642,2025-07-13 05:27:39,Доставлена,"РАО «Осипов, Третьяков и Филиппов»",Калинин Инкорпорэйтед,Оборудование,Международная,2070.94,С231ЕН77,Volvo FH,Цистерна,5.0,VOD-4374,Гаврила Гаврилович Ларионов,Собственный парк,"г. Армавир, алл. Ивановская, д. 6, 965429",Пермь,Пермский край,"к. Сорочинск, бул. Рабочий, д. 14 к. 61, 502476",Челябинск,Челябинская область,2025-07-08 07:25:04,2025-07-24 10:07:07,2025-08-10 01:26:18,399.32,257234.34,226416.92,30817.42,3.98,11.41,0.8,0.9,16,,Полный пакет
P-001643,2025-07-03 02:40:18,Отменена,ЗАО «Некрасова»,"НПО «Юдина, Королева и Мельников»",Сырье,Междугородняя,4149.83,Т611ТМ77,ГАЗель Next,Бортовой,10.0,VOD-8555,Октябрина Аскольдовна Исаева,Субподрядчик,"к. Хасавюрт, наб. Революционная, д. 6/4 к. 756, 656192",Воронеж,Воронежская область,"п. Саянск, пер. Вишневый, д. 232 к. 944, 554374",Пермь,Пермский край,2025-08-22 16:19:24,2025-08-30 08:09:34,2025-08-20 21:37:11,-226.54,539301.41,379045.96,160255.45,8.77,22.23,0.88,0.88,27,,Ожидание
P-001644,2025-07-02 07:52:23,Доставлена,РАО «Архипов»,ЗАО «Молчанов»,Продукты питания,Междугородняя,3946.49,К995РН77,MAN TGS,Рефрижератор,25.0,VOD-2351,Антонина Архиповна Исакова,Собственный парк,"клх Чулым, ш. Высотное, д. 93 стр. 4/2, 186659",Москва,Московская область,"клх Сочи, наб. Надежды, д. 1, 023056",Ростов-на-Дону,Ростовская область,2025-07-11 16:44:30,2025-08-21 02:00:53,2025-08-05 16:40:58,-369.33,430469.89,323605.47,106864.42,16.51,53.52,0.66,0.65,87,,Ожидание
P-001645,2025-07-10 06:23:47,Доставлена,ОАО «Абрамов»,ЗАО «Кабанов-Уварова»,Стройматериалы,Международная,4145.16,О711ХТ77,Scania R-series,Тент,5.0,VOD-9414,Ефремова Ираида Федоровна,Собственный парк,"г. Шерегеш, ул. Дарвина, д. 3/1 к. 49, 821121",Владивосток,Приморский край,"д. Талдом, алл. Омская, д. 1/7 к. 81, 007160",Уфа,Республика Башкортостан,2025-07-28 14:55:45,2025-08-28 11:54:15,2025-07-26 07:22:38,-796.53,433203.23,377565.17,55638.06,2.74,8.0,0.55,0.67,12,,Проблема
P-001646,2025-07-27 06:32:54,Доставлена,ЗАО «Пономарев Сафонов»,"ООО «Агафонова, Алексеев и Федосеев»",Стройматериалы,Междугородняя,4705.32,У896КТ77,ГАЗель Next,Бортовой,5.0,VOD-3770,Филиппова Марфа Антоновна,Субподрядчик,"к. Лабинск, пер. Логовой, д. 58 стр. 96, 014165",Мурманск,Мурманская область,"с. Лодейное Поле, пер. Полевой, д. 2, 611744",Воронеж,Воронежская область,2025-08-07 19:12:20,2025-08-24 01:42:58,2025-07-20 16:32:07,-825.18,697073.45,517588.66,179484.79,3.42,8.79,0.68,0.6,76,,Проблема
P-001647,2025-08-01 19:17:48,Доставлена,Ковалев Групп,ИП «Давыдов Ильина»,Продукты питания,Международная,2197.07,А282ХР77,ГАЗель Next,Цистерна,25.0,VOD-8198,Филарет Димитриевич Мамонтов,Субподрядчик,"д. Данков, наб. Московская, д. 13 стр. 74, 001140",Челябинск,Челябинская область,"д. Алапаевск, ш. Вавилова, д. 56 стр. 15, 833561",Санкт-Петербург,Ленинградская область,2025-08-05 03:57:35,2025-08-15 18:13:35,2025-08-02 18:30:04,-311.73,250378.4,156625.66,93752.74,20.93,62.44,0.84,0.76,26,,Ожидание
P-001648,2025-07-17 17:41:03,Доставлена,Агафонов Лтд,"ОАО «Суворова, Дорофеева и Семенова»",Сырье,Междугородняя,1571.17,К193НТ77,КАМАЗ 5490,Бортовой,20.0,VOD-6048,Остап Вилорович Лапин,Собственный парк,"п. Владикавказ, ш. Докучаева, д. 7/9 к. 4, 495688",Ростов-на-Дону,Ростовская область,"ст. Анадырь, ул. Полевая, д. 3 стр. 7, 548141",Сочи,Краснодарский край,2025-08-20 12:54:49,2025-08-26 22:46:40,2025-08-25 07:16:03,-39.51,206432.36,136990.5,69441.86,13.12,33.98,0.66,0.86,51,,Полный пакет
P-001649,2025-08-03 03:42:30,Доставлена,Пепсико холдингс,ЗАО «Шарова Потапов»,Продукты питания,Междугородняя,2089.19,Н979РМ77,Scania R-series,Бортовой,10.0,VOD-5375,Савва Ануфриевич Гаврилов,Собственный парк,"клх Шаховская, алл. Астраханская, д. 518, 475526",Казань,Республика Татарстан,"с. Адыгейск, бул. Запрудный, д. 3/8, 349025",Калининград,Калининградская область,2025-07-02 22:42:42,2025-08-24 21:40:29,2025-07-31 06:20:50,-591.33,304020.17,241868.74,62151.43,7.28,19.28,0.73,0.99,38,,Ожидание
P-001650,2025-08-10 07:09:53,Доставлена,ОАО «Карпов-Аксенов»,ЗАО «Селезнева-Захарова»,Опасный груз,Междугородняя,1627.05,Х962РТ77,MAN TGS,Цистерна,20.0,VOD-4623,Иванова Полина Даниловна,Субподрядчик,"с. Забайкальск, бул. Восточный, д. 761 стр. 268, 678426",Москва,Московская область,"п. Красноуральск, алл. Лазо, д. 4/4 к. 893, 784978",Петрозаводск,Республика Карелия,2025-07-03 21:13:47,2025-07-31 15:35:28,2025-08-22 03:39:10,516.06,163255.9,130563.54,32692.36,16.88,43.0,0.84,0.86,37,,Проблема
P-001651,2025-07-25 18:16:25,Доставлена,ООО «Абрамов»,Анисимов Инкорпорэйтед,Стройматериалы,Междугородняя,2954.55,Р106УК77,Volvo FH,Цистерна,25.0,VOD-6314,Нестор Харламович Кузнецов,Субподрядчик,"с. Тында, алл. Социалистическая, д. 1, 663369",Сочи,Краснодарский край,"г. Чебоксары, бул. Прибрежный, д. 8/2, 535672",Нижний Новгород,Нижегородская область,2025-07-12 20:45:24,2025-07-17 00:11:14,2025-08-21 01:14:25,841.05,374943.84,225833.65,149110.19,15.24,53.07,0.61,0.88,32,,Полный пакет
P-001652,2025-08-09 22:24:43,Доставлена,"ЗАО «Поляков, Волков и Кабанов»",Евсеев Лтд,Продукты питания,Междугородняя,674.1,К657МР77,Volvo FH,Фургон,5.0,VOD-7236,Антонов Милован Викторович,Субподрядчик,"п. Киров (Вятка), бул. Попова, д. 9/1 стр. 4/5, 993973",Ростов-на-Дону,Ростовская область,"п. Сосьва (Хант.), алл. Фрунзе, д. 2/9 к. 336, 839478",Омск,Омская область,2025-08-06 23:26:20,2025-08-27 13:58:53,2025-07-05 04:41:55,-1281.28,97156.06,64984.86,32171.2,3.36,10.45,0.67,0.86,81,,Полный пакет
P-001653,2025-08-04 09:18:38,Доставлена,НПО «Калашникова»,ОАО «Игнатьев»,Опасный груз,Междугородняя,1460.14,Н901НН77,ГАЗель Next,Фургон,5.0,VOD-8809,Лукина Вероника Максимовна,Собственный парк,"с. Переславль-Залесский, наб. Шмидта, д. 468, 407247",Мурманск,Мурманская область,"ст. Кировск (Мурм.), пр. Смоленский, д. 253, 470994",Омск,Омская область,2025-07-11 05:44:22,2025-08-15 12:08:35,2025-07-20 08:47:11,-627.36,181157.27,136111.44,45045.83,2.59,8.61,0.52,0.68,73,,Ожидание
P-001654,2025-07-09 20:43:54,Доставлена,ИП «Константинова»,РАО «Фадеева-Корнилова»,Стройматериалы,Междугородняя,1554.91,У277УО77,ГАЗель Next,Фургон,20.0,VOD-5534,Воробьева Анжела Степановна,Собственный парк,"клх Саратов, пр. Приозерный, д. 51 стр. 3/9, 608759",Новосибирск,Новосибирская область,"клх Ноябрьск, ш. Пионерское, д. 7 стр. 6, 324459",Мурманск,Мурманская область,2025-07-21 11:27:43,2025-08-19 20:33:35,2025-08-22 10:03:28,61.5,196542.96,130083.15,66459.81,14.68,47.61,0.73,0.72,41,,Ожидание
P-001655,2025-08-14 15:43:22,Доставлена,Мамонтова Инк,Энел Россия,Опасный груз,Международная,4845.54,У850МН77,КАМАЗ 5490,Тент,20.0,VOD-1699,Русакова Ульяна Матвеевна,Собственный парк,"г. Озеры, пер. Пожарского, д. 9 к. 7/6, 114396",Санкт-Петербург,Ленинградская область,"клх Приозерск, пер. Маркса, д. 8 к. 8/1, 531785",Хабаровск,Хабаровский край,2025-07-13 16:21:06,2025-07-15 05:27:31,2025-07-28 22:32:01,329.07,595594.57,365200.66,230393.91,10.82,37.2,0.54,0.68,53,,Полный пакет
P-001656,2025-08-13 19:24:46,В пути,"ЗАО «Ефимова, Быкова и Блинов»","ОАО «Игнатова, Прохоров и Лапина»",Сырье,Междугородняя,2807.02,М105ТВ77,MAN TGS,Рефрижератор,10.0,VOD-1851,Маргарита Валериевна Никифорова,Субподрядчик,"к. Объячево, пр. Приморский, д. 5, 117060",Казань,Республика Татарстан,"к. Серебряные Пруды, бул. Фадеева, д. 640 к. 377, 400579",Волгоград,Волгоградская область,2025-07-12 10:00:53,2025-08-08 09:28:58,2025-08-28 01:19:18,471.84,366561.54,272729.51,93832.03,9.78,26.01,0.98,0.77,45,,Полный пакет
P-001657,2025-07-10 13:24:15,В пути,ИП «Корнилова Никонова»,Шестаков Инкорпорэйтед,ТНП,Междугородняя,2446.94,Р742НС77,Volvo FH,Фургон,5.0,VOD-3052,Синклитикия Григорьевна Меркушева,Собственный парк,"ст. Бийск, пр. Лесный, д. 1/3 стр. 63, 971027",Сочи,Краснодарский край,"с. Новороссийка, ш. Широкое, д. 9/6, 990883",Москва,Московская область,2025-07-12 21:34:49,2025-07-18 15:14:50,2025-07-17 00:49:20,-38.42,316740.35,211571.84,105168.51,3.94,12.99,0.79,0.66,61,,Ожидание
P-001658,2025-07-08 13:19:09,Доставлена,ЗАО «Сазонов Блохин»,ЗАО «Горшкова-Борисова»,Стройматериалы,Междугородняя,2819.73,М624НВ77,КАМАЗ 5490,Тент,20.0,VOD-4336,Орлова Юлия Игоревна,Собственный парк,"п. Омск, ул. Металлистов, д. 236, 109360",Самара,Самарская область,"г. Истра, ш. Угловое, д. 54 стр. 12, 655135",Челябинск,Челябинская область,2025-08-17 07:28:25,2025-08-28 20:15:15,2025-07-26 17:21:08,-794.9,418308.28,303585.92,114722.36,18.58,64.2,0.93,0.98,64,,Проблема
P-001659,2025-08-22 00:30:53,В пути,ИП «Яковлева Белякова»,"ЗАО «Белова, Орехова и Бурова»",ТНП,Междугородняя,642.59,К949УО77,КАМАЗ 5490,Тент,5.0,VOD-6628,Людмила Даниловна Петухова,Собственный парк,"к. Печора, пер. Щорса, д. 51, 034558",Калининград,Калининградская область,"г. Ирбит, ш. Выгонное, д. 8/5, 276528",Уфа,Республика Башкортостан,2025-08-05 02:46:41,2025-08-10 13:27:06,2025-07-05 05:00:07,-872.45,82273.36,53038.33,29235.03,4.74,11.86,0.95,0.7,78,,Ожидание
P-001660,2025-08-26 17:36:05,Доставлена,Merlion,Ковалева Групп,Сырье,Междугородняя,2562.15,В773МС77,Scania R-series,Цистерна,25.0,VOD-6808,Радислав Якубович Зимин,Собственный парк,"ст. Череповец, пр. Коминтерна, д. 47, 078187",Петрозаводск,Республика Карелия,"ст. Красноуральск, алл. Дальневосточная, д. 46, 239658",Уфа,Республика Башкортостан,2025-07-23 08:51:43,2025-08-20 23:54:47,2025-08-12 00:35:30,-215.32,306042.3,198930.04,107112.26,19.7,59.99,0.79,0.75,22,,Ожидание
P-001661,2025-08-16 11:27:06,Доставлена,НПО «Мясников Карпова»,РАО «Сергеев»,Сырье,Междугородняя,754.64,В123ВМ77,MAN TGS,Тент,10.0,VOD-6816,Феврония Даниловна Морозова,Субподрядчик,"с. Оса, бул. Горняцкий, д. 2/9 стр. 982, 192595",Москва,Московская область,"п. Завьялиха, пер. 9 мая, д. 17 к. 5/8, 207509",Волгоград,Волгоградская область,2025-07-12 19:04:08,2025-07-22 23:00:35,2025-07-05 22:34:12,-408.44,100077.38,65740.17,34337.21,5.5,18.03,0.55,0.74,72,,Полный пакет
P-001662,2025-08-25 02:42:32,Доставлена,Филатова Лтд,Громова Инкорпорэйтед,Стройматериалы,Междугородняя,4727.3,Н279МУ77,Volvo FH,Тент,5.0,VOD-4939,тов. Никифоров Карл Устинович,Собственный парк,"г. Магнитогорск, пер. Трудовой, д. 4/9 стр. 211, 163662",Ростов-на-Дону,Ростовская область,"г. Горячий Ключ, пер. Крестьянский, д. 992 стр. 272, 928221",Уфа,Республика Башкортостан,2025-07-29 05:22:06,2025-07-29 22:46:59,2025-08-11 10:46:22,299.99,560960.45,475670.53,85289.92,2.98,9.91,0.6,0.9,17,,Полный пакет
